pair_id,CUI,label,category,original_cui,start_index,end_index
"23ec3b0c-66c7-11e7-9a5b-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0018799,,
"23ec3b0c-66c7-11e7-9a5b-f45c89b91419,ng",C0015544,non-entailment,procedure_diseases,C0018799,,
23f42e86-66c7-11e7-8c41-f45c89b91419,C0018790,entailment,procedure_diseases,C0018790,0,14
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0002940,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0948089,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0022661,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0019372,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0876973,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0027720,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0023890,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0042029,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0020538,non-entailment,procedure_diseases,C0018790,,
"23f42e86-66c7-11e7-8c41-f45c89b91419,ng",C0022660,non-entailment,procedure_diseases,C0018790,,
23f539d2-66c7-11e7-b1ed-f45c89b91419,C1145670,entailment,procedure_diseases,C1145670,18,37
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0020473,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0002965,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0017160,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0206062,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0003962,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0008311,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0458219,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0242966,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0009319,non-entailment,procedure_diseases,C1145670,,
"23f539d2-66c7-11e7-b1ed-f45c89b91419,ng",C0746731,non-entailment,procedure_diseases,C1145670,,
23f5972e-66c7-11e7-a5b3-f45c89b91419,C0027765,entailment,procedure_diseases,C0027765,18,40
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0011854,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0003504,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0007177,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0007282,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0340288,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0037199,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0022638,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0008350,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0011880,non-entailment,procedure_diseases,C0027765,,
"23f5972e-66c7-11e7-a5b3-f45c89b91419,ng",C0037199,non-entailment,procedure_diseases,C0027765,,
23fcfc3a-66c7-11e7-976b-f45c89b91419,C0008325,entailment,procedure_diseases,C0008325,21,34
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0085096,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0023895,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0019372,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0018799,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0151740,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0019064,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0022661,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0155626,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0023212,non-entailment,procedure_diseases,C0008325,,
"23fcfc3a-66c7-11e7-976b-f45c89b91419,ng",C0023212,non-entailment,procedure_diseases,C0008325,,
23fd8722-66c7-11e7-a79c-f45c89b91419,C1260873,entailment,procedure_diseases,C1260873,12,35
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0746731,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0017178,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0024117,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0340285,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0011860,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0340643,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0007282,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0034063,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C1956346,non-entailment,procedure_diseases,C1260873,,
"23fd8722-66c7-11e7-a79c-f45c89b91419,ng",C0014335,non-entailment,procedure_diseases,C1260873,,
24041452-66c7-11e7-bd34-f45c89b91419,C0018801,entailment,procedure_diseases,C0018801,16,29
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0546817,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0030469,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0023211,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0746883,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0011334,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0017178,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0085605,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C1260873,non-entailment,procedure_diseases,C0018801,,
"24041452-66c7-11e7-bd34-f45c89b91419,ng",C0018790,non-entailment,procedure_diseases,C0018801,,
2404a12e-66c7-11e7-b513-f45c89b91419,C0023212,entailment,procedure_diseases,C0023212,12,30
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0035078,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0022638,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0030469,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0264714,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0020443,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0085096,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0038454,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0008311,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0004153,non-entailment,tests_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0027720,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0030469,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0003869,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0151740,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0264733,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0155626,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0007177,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0856747,non-entailment,procedure_diseases,C0023212,,
"2404a12e-66c7-11e7-b513-f45c89b91419,ng",C0022116,non-entailment,procedure_diseases,C0023212,,
24067440-66c7-11e7-9cf0-f45c89b91419,C0018801,entailment,procedure_diseases,C0018801,12,25
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0340288,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0038454,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0042373,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0037199,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C1260873,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0009319,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0031039,non-entailment,procedure_diseases,C0018801,,
"24067440-66c7-11e7-9cf0-f45c89b91419,ng",C0004623,non-entailment,procedure_diseases,C0018801,,
2408d71c-66c7-11e7-bc53-f45c89b91419,C0010054,entailment,procedure_diseases,C0010054,16,39
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0018790,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0040583,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0041912,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0003504,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0746883,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C1145670,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0022638,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0264490,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0003962,non-entailment,procedure_diseases,C0010054,,
"2408d71c-66c7-11e7-bc53-f45c89b91419,ng",C0017160,non-entailment,procedure_diseases,C0010054,,
240a504a-66c7-11e7-91f5-f45c89b91419,C0019064,entailment,procedure_diseases,C0019064,16,31
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0041912,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0022116,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0022116,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0031350,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0023212,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0037199,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0015544,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0729552,non-entailment,procedure_diseases,C0019064,,
"240a504a-66c7-11e7-91f5-f45c89b91419,ng",C0151740,non-entailment,procedure_diseases,C0019064,,
240a9cb4-66c7-11e7-8e71-f45c89b91419,C0018799,entailment,procedure_diseases,C0018799,16,31
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0008311,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0020443,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0340643,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0004364,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0585105,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0239946,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0025517,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0856747,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0085581,non-entailment,procedure_diseases,C0018799,,
"240a9cb4-66c7-11e7-8e71-f45c89b91419,ng",C0037199,non-entailment,procedure_diseases,C0018799,,
240bca6c-66c7-11e7-8c0d-f45c89b91419,C0004153,entailment,procedure_diseases,C0004153,12,27
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0024115,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0745136,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0020676,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0023212,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0239946,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0729552,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0022661,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0264733,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0020443,non-entailment,procedure_diseases,C0004153,,
"240bca6c-66c7-11e7-8c0d-f45c89b91419,ng",C0007193,non-entailment,procedure_diseases,C0004153,,
240c563a-66c7-11e7-83c9-f45c89b91419,C0018790,entailment,procedure_diseases,C0018790,19,33
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0155668,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0085096,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0004610,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0027868,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0011860,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C1145670,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0014179,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0030469,non-entailment,procedure_diseases,C0018790,,
"240c563a-66c7-11e7-83c9-f45c89b91419,ng",C0042373,non-entailment,procedure_diseases,C0018790,,
24104626-66c7-11e7-905f-f45c89b91419,C0027051,entailment,procedure_diseases,C0027051,24,45
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0018802,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0264733,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0003504,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0037278,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0037278,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0017160,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0041912,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0085096,non-entailment,procedure_diseases,C0027051,,
"24104626-66c7-11e7-905f-f45c89b91419,ng",C0031039,non-entailment,procedure_diseases,C0027051,,
24152f6c-66c7-11e7-9113-f45c89b91419,C0022661,entailment,procedure_diseases,C0022661,16,39
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0011854,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0340285,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0014335,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0040558,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0340643,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0041952,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0403447,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0027868,non-entailment,procedure_diseases,C0022661,,
"24152f6c-66c7-11e7-9113-f45c89b91419,ng",C0008325,non-entailment,procedure_diseases,C0022661,,
24174b12-66c7-11e7-b0f9-f45c89b91419,C0035204,entailment,procedure_diseases,C0035204,8,27
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0162429,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0011175,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0264733,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0019372,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0017168,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0856747,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0239946,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0155668,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0018790,non-entailment,procedure_diseases,C0035204,,
"24174b12-66c7-11e7-b0f9-f45c89b91419,ng",C0149871,non-entailment,procedure_diseases,C0035204,,
24182fa8-66c7-11e7-a30d-f45c89b91419,C0011854,entailment,procedure_diseases,C0011854,11,37
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0008311,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0014179,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0030469,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0020456,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0018790,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0085605,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0041952,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0008325,non-entailment,procedure_diseases,C0011854,,
"24182fa8-66c7-11e7-a30d-f45c89b91419,ng",C0020305,non-entailment,procedure_diseases,C0011854,,
2419405c-66c7-11e7-a8e4-f45c89b91419,C0022661,entailment,procedure_diseases,C0022661,12,35
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0004153,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0085096,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0403447,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0001175,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0004153,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0948089,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0275518,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0162871,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0003869,non-entailment,procedure_diseases,C0022661,,
"2419405c-66c7-11e7-a8e4-f45c89b91419,ng",C0019064,non-entailment,procedure_diseases,C0022661,,
241a1c00-66c7-11e7-94a9-f45c89b91419,C0022661,entailment,procedure_diseases,C0022661,16,39
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0085581,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0031039,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0011860,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0023890,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0007177,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0948089,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C1956346,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0856747,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0003869,non-entailment,procedure_diseases,C0022661,,
"241a1c00-66c7-11e7-94a9-f45c89b91419,ng",C0546817,non-entailment,procedure_diseases,C0022661,,
241bc5ac-66c7-11e7-945c-f45c89b91419,C0010054,entailment,procedure_diseases,C0010054,16,39
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0018939,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0876973,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0027868,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0040997,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0002940,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0023212,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0019064,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0403447,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0024117,non-entailment,procedure_diseases,C0010054,,
"241bc5ac-66c7-11e7-945c-f45c89b91419,ng",C0002965,non-entailment,procedure_diseases,C0010054,,
241fe254-66c7-11e7-8522-f45c89b91419,C0040997,entailment,procedure_diseases,C0040997,24,44
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0032285,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0031350,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0011334,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0035204,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0017168,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0042029,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0340288,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0742078,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0004623,non-entailment,procedure_diseases,C0040997,,
"241fe254-66c7-11e7-8522-f45c89b91419,ng",C0027868,non-entailment,procedure_diseases,C0040997,,
24200700-66c7-11e7-a86a-f45c89b91419,C0023895,entailment,procedure_diseases,C0023895,8,21
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0018790,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0008325,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0020538,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0038454,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0011854,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0020456,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0011860,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0007193,non-entailment,procedure_diseases,C0023895,,
"24200700-66c7-11e7-a86a-f45c89b91419,ng",C0007282,non-entailment,procedure_diseases,C0023895,,
